"Url","Slug","Product"
"https://storage-asset.msi.com/global/picture/image/feature/vga/ventus/3070-ventus-3x/2KV.png","msi-rtx3070-ventus3x","MSI RTX 3070 Ventus 3X"
"https://storage-asset.msi.com/global/picture/image/feature/vga/ventus/3070-ventus-3x/1KV.png","msi-rtx3070-ventus3x-alt","MSI RTX 3070 Ventus 3X"
"https://storage-asset.msi.com/global/picture/image/feature/vga/ventus/3070-ventus-2x/2KV.png","msi-rtx3070-ventus2x","MSI RTX 3070 Ventus 2X"
"https://storage-asset.msi.com/global/picture/image/feature/vga/ventus/3070-ventus-2x/1KV.png","msi-rtx3070-ventus2x-alt","MSI RTX 3070 Ventus 2X"
